
id,log_message,2025-08-16 19:55:58,source,severity,anomaly_flag,anomaly_reason,target_label
2351,Postgres[1280]: [ERROR] invalid page in block 77777,2025-07-14 19:49:22,,Error,True,corrupt page,anomaly
2352,AWS EC2[1290]: [INFO] Instance i-0xyz9876 state running,2025-07-13 05:57:51,,Information,False,,normal
2353,macOS symptomsd[1300]: [INFO] Memory pressure relieved,2025-08-06 13:21:05,,Information,False,,normal
2354,Windows EventLog[1310]: [ERROR] Event log corruption detected,2025-07-11 11:04:24,,Error,True,corruption,anomaly
2355,Linux kernel[1320]: [INFO] perf: interrupt took too long (2503 > 2500),2025-06-25 07:44:20,,Information,False,,normal
2356,VMware vCenter[1330]: [ERROR] Cannot connect to ESXi host: 503 Service Unavailable,2025-08-20 08:54:49,,Error,True,host down,anomaly
2357,Postfix[1340]: [INFO] queue active -- 0 requests,2025-07-09 19:23:10,,Information,False,,normal
2358,macOS WindowServer[1350]: [ERROR] Display assertion failed: 0xe00002e2,2025-06-15 11:19:19,,Error,True,display assert,anomaly
2359,Docker[1360]: [INFO] Container worker exited cleanly,2025-08-14 14:29:17,,Information,False,,normal
2360,AWS CloudWatch[1370]: [ERROR] PutMetricData failed: 400 ThrottlingException,2025-07-27 11:28:25,,Error,True,throttled,anomaly
2361,Linux nginx[1380]: [INFO] 200 OK: /api/health,2025-07-20 08:24:08,,Information,False,,normal
2362,Postgres[1390]: [ERROR] deadlock detected,2025-06-21 02:25:57,,Error,True,deadlock,anomaly
2363,macOS coreaudiod[1400]: [INFO] Audio HAL ready,2025-06-10 18:42:32,,Information,False,,normal
2364,Windows Task Scheduler[1410]: [INFO] Task \Backup nightly completed successfully,2025-06-16 07:34:34,,Information,False,,normal
2365,Linux systemd[1420]: [ERROR] Failed to start nginx.service: Unit not found,2025-07-12 18:05:49,,Error,True,unit missing,anomaly
2366,AWS RDS[1430]: [INFO] DB instance db.t3.micro available,2025-07-30 09:48:32,,Information,False,,normal
2367,Redis[1440]: [ERROR] Out of memory allocating 10485760 bytes,2025-07-11 21:18:49,,Error,True,OOM,anomaly
2368,macOS loginwindow[1450]: [ERROR] Unable to authenticate user frank,2025-07-19 09:49:37,,Error,True,auth fail,anomaly
2369,Linux dhclient[1460]: [ERROR] No DHCPOFFERS received,2025-07-01 20:12:34,,Error,True,DHCP fail,anomaly
2370,Windows Update[1470]: [INFO] Downloading KB5006789,2025-07-03 19:59:34,,Information,False,,normal
2371,Docker[1480]: [ERROR] failed to mount overlay: permission denied,2025-06-30 12:38:52,,Error,True,overlay mount fail,anomaly
2372,Postgres[1490]: [INFO] autovacuum launcher started,2025-08-08 13:47:22,,Information,False,,normal
2373,macOS deleted[1500]: [INFO] Trash emptied,2025-06-28 22:12:48,,Information,False,,normal
2374,AWS Lambda[1510]: [ERROR] Runtime exited with error: exit status 1,2025-08-09 06:39:21,,Error,True,exit 1,anomaly
2375,Linux nginx[1520]: [ERROR] 499 Client Closed Request,2025-06-17 19:14:27,,Error,True,client abort,anomaly
2376,Postfix[1530]: [INFO] daemon started -- version 3.8,2025-08-07 04:36:03,,Information,False,,normal
2377,Windows Defender[1540]: [INFO] Threat definitions updated,2025-07-11 03:26:12,,Information,False,,normal
2378,macOS kernel[1550]: [ERROR] Sandbox: com.apple.WebKit(999) deny(1) file-write-create,2025-08-11 14:46:17,,Error,True,sandbox deny,anomaly
2379,Linux kernel[1560]: [INFO] perf: interrupt took too long (2504 > 2500),2025-07-13 06:28:37,,Information,False,,normal
2380,Kubernetes scheduler[1570]: [ERROR] Failed to schedule pod: 0/4 nodes available,2025-07-18 17:40:57,,Error,True,no nodes,anomaly
2381,"Postgres[1580]: [ERROR] relation ""sessions"" does not exist",2025-08-25 07:11:20,,Error,True,relation missing,anomaly
2382,Azure Monitor[1590]: [INFO] Metric ingestion successful,2025-06-12 20:55:48,,Information,False,,normal
2383,macOS symptomsd[1600]: [INFO] Battery health normal,2025-07-12 10:33:23,,Information,False,,normal
2384,Linux systemd[1610]: [ERROR] Failed to start Docker Application Container Engine,2025-08-14 18:43:53,,Error,True,docker start fail,anomaly
2385,AWS EC2[1620]: [INFO] Instance i-0abcd1234 state running,2025-06-16 14:44:50,,Information,False,,normal
2386,Redis[1630]: [ERROR] Can't save: background save already in progress,2025-06-26 23:44:33,,Error,True,save conflict,anomaly
2387,Windows Update[1640]: [ERROR] 0x80070002: Update not found,2025-06-24 20:45:01,,Error,True,update error,anomaly
2388,macOS WindowServer[1650]: [INFO] Display 0x789abc reconfigured,2025-08-16 21:16:06,,Information,False,,normal
2389,Linux dhclient[1660]: [INFO] DHCPACK of 192.168.60.50 from 192.168.60.1,2025-07-02 22:15:01,,Information,False,,normal
2390,Postgres[1670]: [ERROR] invalid page in block 88888,2025-08-18 04:07:45,,Error,True,corrupt page,anomaly
2391,Docker[1680]: [INFO] Container worker started cleanly,2025-07-31 07:28:38,,Information,False,,normal
2392,AWS CloudTrail[1690]: [INFO] Event logged successfully,2025-08-27 04:31:39,,Information,False,,normal
2393,Linux nginx[1700]: [ERROR] 503 Service Unavailable: upstream unavailable,2025-08-27 12:21:43,,Error,True,upstream down,anomaly
2394,macOS loginwindow[1710]: [INFO] User grace logged out,2025-07-07 05:24:35,,Information,False,,normal
2395,Windows Defender[1720]: [ERROR] Real-time protection disabled by user,2025-08-25 07:12:23,,Error,True,protection off,anomaly
2396,Postfix[1730]: [INFO] queue active -- 0 requests,2025-08-28 01:22:32,,Information,False,,normal
2397,Azure Functions[1740]: [ERROR] Binding not found for 'myBlob',2025-07-30 07:06:21,,Error,True,binding error,anomaly
2398,Linux kernel[1750]: [INFO] r8169 0000:03:00.0 eth0: link up,2025-08-16 23:41:44,,Information,False,,normal
2399,macOS coreaudiod[1760]: [ERROR] HALS_IOContext::StartIOProc: failed to start,2025-07-27 23:27:25,,Error,True,HALS start fail,anomaly
2400,Postgres[1770]: [INFO] database system is ready to accept connections,2025-06-16 15:49:21,,Information,False,,normal
2401,AWS S3[1780]: [ERROR] AccessDenied: Access Denied,2025-08-09 09:21:12,,Error,True,access denied,anomaly
2402,Windows Print Spooler[1790]: [INFO] Printer ready,2025-08-02 06:06:15,,Information,False,,normal
2403,Linux systemd[1800]: [ERROR] Failed to start MySQL Community Server,2025-07-07 02:19:44,,Error,True,mysql start fail,anomaly
2404,macOS deleted[1810]: [INFO] Trash emptied,2025-08-25 04:57:59,,Information,False,,normal
2405,Docker[1820]: [ERROR] failed to create symbolic link: file exists,2025-06-27 18:05:30,,Error,True,symlink error,anomaly
2406,Postgres[1830]: [ERROR] deadlock detected,2025-06-13 01:30:09,,Error,True,deadlock,anomaly
2407,AWS Lambda[1840]: [INFO] Function execution succeeded,2025-08-10 02:47:37,,Information,False,,normal
2408,Linux nginx[1850]: [ERROR] 502 Bad Gateway: upstream unavailable,2025-07-11 21:40:35,,Error,True,bad gateway,anomaly
2409,macOS kernel[1860]: [INFO] USBMSC Identifier (non-unique): 1122334455,2025-06-22 16:44:16,,Information,False,,normal
2410,Windows EventLog[1870]: [ERROR] Event log corruption detected,2025-07-14 17:07:17,,Error,True,corruption,anomaly
2411,Postfix[1880]: [INFO] daemon started -- version 3.8,2025-08-01 08:53:02,,Information,False,,normal
2412,Linux dhclient[1890]: [ERROR] No DHCPOFFERS received,2025-08-02 17:43:06,,Error,True,DHCP fail,anomaly
2413,macOS WindowServer[1900]: [ERROR] Display assertion failed: 0xe00002e2,2025-07-15 08:26:20,,Error,True,display assert,anomaly
2414,Postgres[1910]: [INFO] checkpoint complete: wrote 678 buffers,2025-07-16 02:51:51,,Information,False,,normal
2415,Azure Key Vault[1920]: [ERROR] 403 Forbidden: access denied,2025-06-19 03:18:34,,Error,True,access denied,anomaly
2416,Linux kernel[1930]: [INFO] perf: interrupt took too long (2506 > 2500),2025-06-17 07:01:01,,Information,False,,normal
2417,Windows Update[1940]: [INFO] Downloading KB5006789,2025-08-15 21:55:19,,Information,False,,normal
2418,Redis[1950]: [ERROR] Can't save: background save already in progress,2025-08-19 21:30:31,,Error,True,save conflict,anomaly
2419,macOS symptomsd[1960]: [INFO] Battery health normal,2025-08-16 06:40:07,,Information,False,,normal
2420,Linux systemd[1970]: [ERROR] Failed to start Docker Application Container Engine,2025-07-23 01:09:53,,Error,True,docker start fail,anomaly
2421,"Postgres[1980]: [ERROR] relation ""sessions"" does not exist",2025-08-05 21:55:20,,Error,True,relation missing,anomaly
2422,AWS RDS[1990]: [INFO] DB instance db.t3.micro available,2025-06-26 13:19:38,,Information,False,,normal
2423,macOS loginwindow[2000]: [ERROR] Unable to authenticate user harry,2025-06-12 03:36:21,,Error,True,auth fail,anomaly
2424,Docker[2010]: [INFO] Image nginx:1.25 pulled successfully,2025-08-20 03:02:40,,Information,False,,normal
2425,Linux nginx[2020]: [ERROR] 499 Client Closed Request,2025-06-19 14:06:49,,Error,True,client abort,anomaly
2426,Windows Defender[2030]: [INFO] Threat definitions updated,2025-07-17 10:15:32,,Information,False,,normal
2427,Postfix[2040]: [INFO] queue active -- 0 requests,2025-07-22 09:54:14,,Information,False,,normal
2428,macOS kernel[2050]: [ERROR] Sandbox: com.apple.WebKit(888) deny(1) file-write-create,2025-08-21 16:11:05,,Error,True,sandbox deny,anomaly
2429,Linux kernel[2060]: [INFO] r8169 0000:03:00.0 eth0: link up,2025-08-18 22:08:05,,Information,False,,normal
2430,Postgres[2070]: [ERROR] invalid page in block 99999,2025-06-30 14:22:46,,Error,True,corrupt page,anomaly
2431,AWS EC2[2080]: [ERROR] Instance launch failed: InsufficientInstanceCapacity,2025-07-06 15:10:14,,Error,True,capacity,anomaly
2432,macOS coreaudiod[2090]: [INFO] Audio device 0x456 ready,2025-07-13 00:43:53,,Information,False,,normal
2433,Windows Print Spooler[2100]: [ERROR] 0x0000007e: printer driver install failed,2025-07-23 21:02:06,,Error,True,install fail,anomaly
2434,Linux sshd[2110]: [ERROR] error: kex_exchange_identification: Connection closed by remote host,2025-06-16 03:23:25,,Error,True,kex error,anomaly
2435,Docker[2120]: [INFO] Container worker started cleanly,2025-08-24 20:51:03,,Information,False,,normal
2436,Postgres[2130]: [INFO] database system is ready to accept connections,2025-08-22 15:35:01,,Information,False,,normal
2437,macOS deleted[2140]: [INFO] Trash emptied,2025-08-14 09:24:55,,Information,False,,normal
2438,AWS CloudWatch[2150]: [ERROR] PutMetricData failed: 400 ThrottlingException,2025-08-18 04:01:45,,Error,True,throttled,anomaly
2439,Linux dhclient[2160]: [INFO] DHCPACK of 192.168.70.50 from 192.168.70.1,2025-08-02 06:24:34,,Information,False,,normal
2440,Windows Update[2170]: [ERROR] 0x80070002: Update not found,2025-06-15 08:24:07,,Error,True,update error,anomaly
2441,Postgres[2180]: [ERROR] deadlock detected,2025-07-18 14:02:42,,Error,True,deadlock,anomaly
2442,macOS WindowServer[2190]: [INFO] Display 0xabc123 reconfigured,2025-08-12 07:04:02,,Information,False,,normal
2443,Linux nginx[2200]: [ERROR] 503 Service Unavailable: upstream unavailable,2025-07-05 08:04:48,,Error,True,upstream down,anomaly
2444,Azure Functions[2210]: [INFO] Function app warm-up completed,2025-08-10 17:09:49,,Information,False,,normal
2445,Redis[2220]: [ERROR] Out of memory allocating 10485760 bytes,2025-06-29 10:09:35,,Error,True,OOM,anomaly
2446,macOS symptomsd[2230]: [INFO] Memory pressure relieved,2025-07-12 12:13:40,,Information,False,,normal
2447,Linux systemd[2240]: [ERROR] Failed to start nginx.service: Unit not found,2025-07-27 21:37:41,,Error,True,unit missing,anomaly
2448,AWS IAM[2250]: [INFO] Role assumption succeeded,2025-08-14 09:58:07,,Information,False,,normal
2449,Postfix[2260]: [INFO] daemon started -- version 3.8,2025-07-01 01:39:14,,Information,False,,normal
2450,macOS loginwindow[2270]: [INFO] User irene logged in,2025-07-16 19:48:04,,Information,False,,normal
2451,Windows Defender[2280]: [ERROR] Real-time protection disabled by user,2025-07-08 08:35:07,,Error,True,protection off,anomaly
2452,Linux kernel[2290]: [INFO] perf: interrupt took too long (2508 > 2500),2025-06-12 19:16:16,,Information,False,,normal
2453,Docker[2300]: [ERROR] failed to create shim: context deadline exceeded,2025-08-21 13:15:59,,Error,True,shim timeout,anomaly
2454,"Postgres[2310]: [ERROR] relation ""sessions"" does not exist",2025-07-30 00:05:48,,Error,True,relation missing,anomaly
2455,macOS coreaudiod[2320]: [INFO] Audio device 0x789 ready,2025-06-18 05:16:21,,Information,False,,normal
2456,AWS S3[2330]: [INFO] Object my-file.txt uploaded successfully,2025-06-23 07:23:54,,Information,False,,normal
2457,Linux sshd[2340]: [ERROR] error: maximum authentication attempts exceeded for root,2025-07-29 12:57:15,,Error,True,brute force,anomaly
2458,Windows Print Spooler[2350]: [INFO] Printer ready,2025-07-26 21:39:14,,Information,False,,normal
2459,VMware vSphere[2360]: [INFO] DRS migration initiated,2025-08-02 06:31:02,,Information,False,,normal
2460,Postgres[2370]: [INFO] checkpoint complete: wrote 789 buffers,2025-07-28 18:28:56,,Information,False,,normal
2461,macOS deleted[2380]: [INFO] Trash emptied,2025-07-24 18:39:17,,Information,False,,normal
2462,Azure Monitor[2390]: [ERROR] 429 Too Many Requests,2025-08-24 09:47:09,,Error,True,too many requests,anomaly
2463,Linux dhclient[2400]: [INFO] DHCPACK of 192.168.80.50 from 192.168.80.1,2025-08-10 03:38:01,,Information,False,,normal
2464,Windows Update[2410]: [INFO] Downloading KB5007890,2025-08-22 07:21:04,,Information,False,,normal
2465,Postgres[2420]: [ERROR] invalid page in block 77777,2025-06-18 01:50:14,,Error,True,corrupt page,anomaly
2466,Kubernetes ingress[2430]: [INFO] SSL certificate renewed successfully,2025-08-16 01:05:49,,Information,False,,normal
2467,macOS WindowServer[2440]: [ERROR] Display assertion failed: 0xe00002e2,2025-08-16 23:46:06,,Error,True,display assert,anomaly
2468,Linux nginx[2450]: [INFO] 200 OK: /api/health,2025-06-21 18:00:41,,Information,False,,normal
2469,AWS CloudTrail[2460]: [ERROR] PutEvents throttled: 400 ThrottlingException,2025-06-30 19:25:15,,Error,True,throttled,anomaly
2470,Postfix[2470]: [INFO] daemon started -- version 3.8,2025-08-17 16:04:26,,Information,False,,normal
2471,macOS symptomsd[2480]: [INFO] Battery health normal,2025-07-05 06:06:37,,Information,False,,normal
2472,Windows Defender[2490]: [ERROR] Threat definitions update failed,2025-07-24 08:36:54,,Error,True,update fail,anomaly
2473,Linux systemd[2500]: [INFO] Started Daily apt download activities,2025-08-23 03:28:21,,Information,False,,normal
2474,Docker[2510]: [ERROR] failed to create symbolic link: file exists,2025-07-07 09:22:12,,Error,True,symlink error,anomaly
2475,Postgres[2520]: [ERROR] deadlock detected,2025-07-04 09:35:44,,Error,True,deadlock,anomaly
2476,AWS EC2[2530]: [INFO] Instance i-0xyz9999 state running,2025-06-24 03:19:37,,Information,False,,normal
2477,macOS loginwindow[2540]: [ERROR] Unable to authenticate user jack,2025-07-05 22:11:28,,Error,True,auth fail,anomaly
2478,Linux kernel[2550]: [INFO] r8169 0000:03:00.0 eth0: link up,2025-08-09 09:36:42,,Information,False,,normal
2479,Redis[2560]: [ERROR] Out of memory allocating 10485760 bytes,2025-07-13 06:42:22,,Error,True,OOM,anomaly
2480,Windows Print Spooler[2570]: [INFO] Printer ready,2025-06-19 13:34:01,,Information,False,,normal
2481,Postgres[2580]: [INFO] database system is ready to accept connections,2025-08-09 03:39:45,,Information,False,,normal
2482,macOS deleted[2590]: [INFO] Trash emptied,2025-06-15 00:55:44,,Information,False,,normal
2483,AWS IAM[2600]: [ERROR] AccessDenied: Not authorized to perform: s3:GetObject,2025-07-18 14:36:57,,Error,True,access denied,anomaly
2484,Linux nginx[2610]: [ERROR] 499 Client Closed Request,2025-07-20 01:28:10,,Error,True,client abort,anomaly
2485,Azure Monitor[2620]: [INFO] Metric ingestion successful,2025-06-22 06:26:53,,Information,False,,normal
2486,macOS coreaudiod[2630]: [INFO] Audio device 0xabc ready,2025-07-02 17:28:10,,Information,False,,normal
2487,"Postgres[2640]: [ERROR] relation ""logs"" does not exist",2025-07-05 21:33:58,,Error,True,relation missing,anomaly
2488,Windows EventLog[2650]: [INFO] Audit policy changed,2025-06-21 10:50:45,,Information,False,,normal
2489,Linux dhclient[2660]: [ERROR] No DHCPOFFERS received,2025-07-01 12:55:47,,Error,True,DHCP fail,anomaly
2490,Kubernetes scheduler[2670]: [INFO] Successfully assigned default/redis-xyz to node-5,2025-08-21 00:04:47,,Information,False,,normal
2491,macOS WindowServer[2680]: [INFO] Display 0xdef456 reconfigured,2025-07-27 01:41:27,,Information,False,,normal
2492,Docker[2690]: [ERROR] failed to create shim: context deadline exceeded,2025-08-03 15:08:18,,Error,True,shim timeout,anomaly
2493,Postgres[2700]: [INFO] checkpoint complete: wrote 890 buffers,2025-07-03 09:33:00,,Information,False,,normal
2494,AWS CloudFormation[2710]: [INFO] Stack creation in progress,2025-07-27 20:01:11,,Information,False,,normal
2495,Linux systemd[2720]: [ERROR] Failed to start nginx.service: Unit not found,2025-07-31 18:42:13,,Error,True,unit missing,anomaly
2496,macOS symptomsd[2730]: [INFO] Memory pressure relieved,2025-06-21 21:45:10,,Information,False,,normal
2497,Windows Defender[2740]: [INFO] Threat definitions updated,2025-08-07 16:53:43,,Information,False,,normal
2498,Postfix[2750]: [ERROR] warning: SASL authentication failure,2025-07-04 16:56:27,,Error,True,SASL fail,anomaly
2499,Linux kernel[2760]: [INFO] perf: interrupt took too long (2510 > 2500),2025-07-06 10:09:12,,Information,False,,normal
2500,macOS deleted[2770]: [INFO] Trash emptied,2025-06-30 10:15:25,,Information,False,,normal
2501,Windows Defender[2501]: [ERROR] Real-time protection disabled by user,2025-06-03 14:00:01,Defender,Error,True,protection off,anomaly
2502,Linux systemd[2502]: [INFO] Started Daily Cleanup of Temporary Directories,2025-06-03 14:00:02,systemd,Information,False,,normal
2503,"Postgres[2503]: [ERROR] relation ""sessions"" does not exist",2025-06-03 14:00:03,postgres,Error,True,relation missing,anomaly
